info,ffh,mean,predicted,actual
"{'eval_step': 0, 'player_name': 'Konsa', 'player_position': 'Defender', 'player_id': '8qys6qtdwgsycxducl062zld5', 'season': 2022, 'gameweek': 1}","{'points': 0.100355206221565, 'mins': 12.0, 'xg': 0.0152203633747077, 'xa': 0.00359776938298255, 'g90': 0.114152725310308, 'a90': 0.0269832703723691, 'cs90': 0.0269832703723691, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.007000000216066837, 'npxg_fpl': 0.007000000216066837, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 4.199999809265137}","{'npxg': 0.17466339468955994, 'prob_scoring': 0.007249951362609863, 'big_chance_missed': 0.0011358680203557014, 'big_chance_scored': 0.005260909907519817, 'on_target': 1.3681011199951172, 'goal_threat': 0.8526142835617065}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 0.0}"
"{'eval_step': 0, 'player_name': 'Targett', 'player_position': 'Defender', 'player_id': '7g5elxh8h34yj55h9heydhzv9', 'season': 2022, 'gameweek': 1}","{'points': 4.0191575845546, 'mins': 90.0, 'xg': 0.0142681, 'xa': 0.128235294117647, 'g90': 0.0142681, 'a90': 0.128235294117647, 'cs90': 0.128235294117647, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.017999999225139618, 'npxg_fpl': 0.017999999225139618, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.10000000149011612, 'goal_threat': 3.0999999046325684}","{'npxg': 0.25059717893600464, 'prob_scoring': 0.16353529691696167, 'big_chance_missed': 0.10887384414672852, 'big_chance_scored': 0.34444430470466614, 'on_target': 0.9156633019447327, 'goal_threat': 3.724952459335327}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 0.0}"
"{'eval_step': 0, 'player_name': 'McGinn', 'player_position': 'Midfielder', 'player_id': 'btvuam6p4391am219taqtcted', 'season': 2022, 'gameweek': 1}","{'points': 3.22236017697633, 'mins': 90.0, 'xg': 0.106484619535888, 'xa': 0.161899622234215, 'g90': 0.106484619535888, 'a90': 0.161899622234215, 'cs90': 0.161899622234215, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.10699999332427979, 'npxg_fpl': 0.11099998652935028, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.699999988079071, 'goal_threat': 9.100000381469727}","{'npxg': 0.200975701212883, 'prob_scoring': 0.23323893547058105, 'big_chance_missed': 0.04802802577614784, 'big_chance_scored': 0.49971437454223633, 'on_target': 0.3416518270969391, 'goal_threat': 1.5235354900360107}","{'goals': 0.0, 'npxg': 0.03999999910593033, 'npxg_fpl': 0.07999999821186066, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 17.0}"
"{'eval_step': 0, 'player_name': 'Cash', 'player_position': 'Defender', 'player_id': '1e9txzr9hqz94xtun6byo0vs9', 'season': 2022, 'gameweek': 1}","{'points': 3.25040096581286, 'mins': 90.0, 'xg': 0.0238381003777658, 'xa': 0.0809498111171074, 'g90': 0.0238381003777658, 'a90': 0.0809498111171074, 'cs90': 0.0809498111171074, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.10000000149011612, 'npxg': 0.18199999630451202, 'npxg_fpl': 0.18299999833106995, 'big_chance_missed': 0.10000000149011612, 'big_chance_scored': 0.10000000149011612, 'on_target': 0.699999988079071, 'goal_threat': 18.899999618530273}","{'npxg': 0.3418039381504059, 'prob_scoring': 0.23020493984222412, 'big_chance_missed': 0.07454745471477509, 'big_chance_scored': 0.4162119925022125, 'on_target': 1.585837483406067, 'goal_threat': 2.1863324642181396}","{'goals': 0.0, 'npxg': 0.019999999552965164, 'npxg_fpl': 0.029999999329447746, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 10.0}"
"{'eval_step': 0, 'player_name': 'T.Silva', 'player_position': 'Defender', 'player_id': 'c6pqhaqusk8s1c2m21i5wtrkl', 'season': 2022, 'gameweek': 1}","{'points': 4.41865168678232, 'mins': 85.0, 'xg': 0.0920646444444445, 'xa': 0.0377083333333333, 'g90': 0.0974802117647059, 'a90': 0.0399264705882353, 'cs90': 0.0399264705882353, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.007999999448657036, 'npxg_fpl': 0.007999999448657036, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 4.0}","{'npxg': 0.08559076488018036, 'prob_scoring': 0.10992026329040527, 'big_chance_missed': 0.023228848353028297, 'big_chance_scored': 0.1792265772819519, 'on_target': 0.20154431462287903, 'goal_threat': 1.4745689630508423}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 0.0}"
"{'eval_step': 0, 'player_name': 'Havertz', 'player_position': 'Attacker', 'player_id': 'ed20ebhqi5c32vbbsze8r6yuh', 'season': 2022, 'gameweek': 1}","{'points': 4.37470308968618, 'mins': 80.0, 'xg': 0.372454938562091, 'xa': 0.141960784313725, 'g90': 0.419011805882353, 'a90': 0.159705882352941, 'cs90': 0.159705882352941, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.5, 'npxg': 0.5640000104904175, 'npxg_fpl': 0.5679999589920044, 'big_chance_missed': 0.6000000238418579, 'big_chance_scored': 0.4000000059604645, 'on_target': 1.399999976158142, 'goal_threat': 51.20000076293945}","{'npxg': 0.20480525493621826, 'prob_scoring': 0.26974934339523315, 'big_chance_missed': 0.39311131834983826, 'big_chance_scored': 0.0669100284576416, 'on_target': 0.14502273499965668, 'goal_threat': 27.139089584350586}","{'goals': 0.0, 'npxg': 0.2199999988079071, 'npxg_fpl': 0.25999999046325684, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 1.0, 'goal_threat': 47.0}"
"{'eval_step': 0, 'player_name': 'James', 'player_position': 'Midfielder', 'player_id': 'dczrgxyolp7lcz413wkz7ap61', 'season': 2022, 'gameweek': 1}","{'points': 5.35732162885668, 'mins': 85.0, 'xg': 0.160192541666667, 'xa': 0.188541666666667, 'g90': 0.169615632352941, 'a90': 0.199632352941176, 'cs90': 0.199632352941176, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.10000000149011612, 'npxg': 0.08100000023841858, 'npxg_fpl': 0.08399999886751175, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.30000001192092896, 'goal_threat': 21.600000381469727}","{'npxg': 0.2621771991252899, 'prob_scoring': 0.264120876789093, 'big_chance_missed': 0.4291713237762451, 'big_chance_scored': 0.3888700008392334, 'on_target': 0.0047759911976754665, 'goal_threat': 14.412625312805176}","{'goals': 0.0, 'npxg': 0.03999999910593033, 'npxg_fpl': 0.07000000029802322, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 19.0}"
"{'eval_step': 0, 'player_name': 'Mendy', 'player_position': 'Goalkeeper', 'player_id': '22s7hpp9k5ihtc2pwiaytdp05', 'season': 2022, 'gameweek': 1}","{'points': 3.92275491751678, 'mins': 90.0, 'xg': 0.0, 'xa': 0.0, 'g90': 0.0, 'a90': 0.0, 'cs90': 0.0, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 0.0}","{'npxg': 0.3576626479625702, 'prob_scoring': 0.011581599712371826, 'big_chance_missed': 0.0010131680173799396, 'big_chance_scored': 1.243267297744751, 'on_target': 0.028902700170874596, 'goal_threat': 0.8413047790527344}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 0.0}"
"{'eval_step': 0, 'player_name': 'Azpilicueta', 'player_position': 'Defender', 'player_id': 'bvw1jgmhfyc896gfi6uj0skwl', 'season': 2022, 'gameweek': 1}","{'points': 0.0, 'mins': 0.0, 'xg': 0.0, 'xa': 0.0, 'g90': 0.0482514058823529, 'a90': 0.133088235294118, 'cs90': 0.133088235294118, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.10000000149011612, 'npxg': 0.041999999433755875, 'npxg_fpl': 0.041999999433755875, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.20000000298023224, 'goal_threat': 8.600000381469727}","{'npxg': 0.28909698128700256, 'prob_scoring': 0.04615110158920288, 'big_chance_missed': 0.012201879173517227, 'big_chance_scored': 0.1592053771018982, 'on_target': 1.8305575847625732, 'goal_threat': 5.606632709503174}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 0.0, 'on_target': 0.0, 'goal_threat': 2.0}"
"{'eval_step': 0, 'player_name': 'Jorginho', 'player_position': 'Midfielder', 'player_id': '9id859f7xnqwj0jazjzkbjzdh', 'season': 2022, 'gameweek': 1}","{'points': 1.67718761827622, 'mins': 43.0, 'xg': 0.0734776243137255, 'xa': 0.0635866013071895, 'g90': 0.153790376470588, 'a90': 0.133088235294118, 'cs90': 0.133088235294118, 'bon90': 0.0, 'gw_fitness': 1.0}","{'goals': 0.0, 'npxg': 0.003000000026077032, 'npxg_fpl': 0.003000000026077032, 'big_chance_missed': 0.10000000149011612, 'big_chance_scored': 0.10000000149011612, 'on_target': 0.20000000298023224, 'goal_threat': 4.900000095367432}","{'npxg': 1.2575292587280273, 'prob_scoring': 0.3861965537071228, 'big_chance_missed': 0.47670426964759827, 'big_chance_scored': 3.478222131729126, 'on_target': 1.007386326789856, 'goal_threat': 5.66542911529541}","{'goals': 0.0, 'npxg': 0.0, 'npxg_fpl': 0.0, 'big_chance_missed': 0.0, 'big_chance_scored': 1.0, 'on_target': 1.0, 'goal_threat': 19.0}"
